Domestic existing building stock and tenure split,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,variable,All stock,Owned or share owned share,Social rented share,Private rented share,Fraction on gas,Fraction fuel poor,,,,,,
,scenario,All,All,All,All,All,All,,,,,,
,year,2020,2020,2020,2020,2020,2020,,,,,,
,sector,Domestic,Domestic,Domestic,Domestic,Domestic,Domestic,,,,,,
,,,,,,,,,,,,,
,LSOA Code,All stock,Owner occupied share,Social rented share,Private rented share,Fraction on gas,Fraction fuel poor,LAD20NM,CTYUA19CD,CTYUA19NM,LEP20CD,LEP20NM,Licence area
,E01000195,713,0.4347,0.2812,0.2841,0.7143,0.1300,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000196,1062,0.4007,0.0212,0.5781,0.8102,0.0950,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000197,686,0.5177,0.0170,0.4653,0.7019,0.1600,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000198,829,0.7693,0.0044,0.2263,0.7780,0.1020,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000199,730,0.7809,0.0089,0.2101,0.6492,0.0740,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000200,882,0.6419,0.0452,0.3129,0.8814,0.0910,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000201,546,0.8182,0.0135,0.1683,0.9567,0.0960,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000202,654,0.6605,0.0278,0.3117,0.8117,0.1460,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000203,734,0.5237,0.2202,0.2561,0.9559,0.1290,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000204,744,0.6215,0.1019,0.2766,0.7481,0.1400,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000205,628,0.8336,0.0162,0.1502,0.9736,0.1180,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000206,568,0.7121,0.0311,0.2568,0.7336,0.1690,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000207,637,0.6645,0.0625,0.2730,0.7448,0.1650,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000208,639,0.7399,0.0162,0.2439,1.0000,0.1180,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000209,782,0.7216,0.1272,0.1513,0.8814,0.1280,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000210,619,0.6983,0.0200,0.2817,1.0000,0.1100,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000211,930,0.4146,0.0569,0.5285,0.6394,0.1120,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000212,552,0.6843,0.0265,0.2892,0.7620,0.1620,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000213,479,0.7462,0.1269,0.1269,0.8730,0.1630,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000214,798,0.5509,0.0056,0.4435,0.6261,0.1140,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000215,752,0.5250,0.0868,0.3882,0.6056,0.1200,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000216,694,0.5380,0.0702,0.3918,0.6880,0.1360,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000217,508,0.6430,0.0115,0.3455,0.7398,0.1540,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000218,583,0.4764,0.0209,0.5026,0.6263,0.1540,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000219,635,0.4389,0.0258,0.5353,0.6755,0.1580,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000220,625,0.3592,0.1265,0.5143,0.5369,0.1710,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000221,512,0.2392,0.5918,0.1691,0.6118,0.1120,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000222,724,0.5751,0.1225,0.3024,0.7997,0.2070,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000223,791,0.4519,0.3389,0.2092,0.9227,0.1750,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000224,561,0.6622,0.0153,0.3225,0.8597,0.2040,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000225,543,0.5955,0.1626,0.2420,0.6499,0.1060,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000226,628,0.4444,0.4175,0.1381,0.9107,0.1930,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000227,613,0.8027,0.0249,0.1725,0.9521,0.1140,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000228,476,0.7537,0.1242,0.1221,0.9118,0.0980,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000229,610,0.5800,0.2300,0.1900,0.9142,0.1470,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000230,666,0.8123,0.0246,0.1631,0.8625,0.0890,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000231,655,0.7401,0.0489,0.2110,0.9390,0.1080,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000232,710,0.6941,0.1246,0.1813,0.8010,0.0790,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000233,651,0.7402,0.0441,0.2157,0.8526,0.1030,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000234,720,0.6800,0.0308,0.2892,0.8337,0.0970,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000235,633,0.4759,0.3127,0.2113,0.8991,0.1750,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000236,700,0.4881,0.0816,0.4303,0.6019,0.1400,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000237,750,0.4743,0.0149,0.5108,0.5894,0.1350,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000238,649,0.5675,0.0650,0.3675,0.8306,0.1330,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000239,941,0.4287,0.0946,0.4766,0.5279,0.1090,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000240,640,0.6649,0.0395,0.2955,0.8109,0.1710,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000241,738,0.5934,0.0747,0.3319,0.6382,0.1220,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000242,661,0.5997,0.1709,0.2295,0.6027,0.1000,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000243,902,0.4842,0.0493,0.4665,0.5661,0.1400,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000244,557,0.5000,0.1392,0.3608,0.5521,0.1810,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000245,907,0.2589,0.4390,0.3021,0.5067,0.1150,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000246,673,0.8165,0.0245,0.1590,0.8623,0.0860,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000247,766,0.7024,0.0509,0.2466,0.7640,0.0700,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000248,720,0.7147,0.0721,0.2132,0.8036,0.0880,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000249,591,0.8881,0.0105,0.1014,0.9251,0.0780,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000250,1135,0.6159,0.0930,0.2911,0.6746,0.0890,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000251,1019,0.5290,0.1478,0.3231,0.5767,0.0850,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000252,754,0.5764,0.1939,0.2297,0.5746,0.0830,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000253,768,0.8945,0.0101,0.0955,0.8484,0.0790,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000254,679,0.8376,0.0225,0.1399,0.8585,0.0870,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000255,567,0.6072,0.2391,0.1537,0.8153,0.1370,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000256,687,0.7607,0.0473,0.1921,0.7636,0.0920,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000257,800,0.3453,0.4144,0.2403,0.6823,0.1160,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000258,793,0.7313,0.0302,0.2385,0.7436,0.1030,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000259,1019,0.6602,0.0724,0.2673,0.9393,0.1000,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000260,830,0.6321,0.0657,0.3022,0.7953,0.1050,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000261,718,0.7307,0.1223,0.1471,0.6811,0.0890,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000262,1311,0.6210,0.2061,0.1729,0.8197,0.1180,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000263,515,0.9299,0.0100,0.0601,0.9523,0.0740,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000264,713,0.5410,0.0694,0.3896,0.6687,0.1250,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000265,836,0.5727,0.1062,0.3211,0.9915,0.1050,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000266,517,0.9041,0.0098,0.0861,0.9615,0.0820,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000267,620,0.8113,0.0229,0.1658,0.7878,0.0920,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000268,1016,0.5356,0.0362,0.4282,0.5195,0.0890,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000269,562,0.8411,0.0449,0.1140,0.8874,0.0820,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000270,639,0.7636,0.0399,0.1965,0.6770,0.0670,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000271,636,0.8127,0.0155,0.1718,0.9532,0.0700,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000272,565,0.8697,0.0128,0.1175,0.9669,0.0750,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000273,718,0.5741,0.1775,0.2485,0.9590,0.1000,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000274,718,0.6152,0.2031,0.1817,0.9685,0.1440,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000275,677,0.6289,0.0761,0.2950,0.9810,0.0820,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000276,503,0.8300,0.0000,0.1700,1.0000,0.0860,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000277,865,0.3938,0.2664,0.3398,0.9232,0.1110,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000278,522,0.7992,0.0120,0.1888,1.0000,0.1130,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000279,551,0.8577,0.0117,0.1306,0.9148,0.0740,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000280,523,0.8994,0.0141,0.0865,0.9882,0.0750,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000281,802,0.3792,0.1750,0.4458,0.9359,0.1500,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000282,714,0.7606,0.0266,0.2128,0.9727,0.0900,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000283,490,0.8708,0.0146,0.1146,1.0000,0.0770,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000284,819,0.5397,0.1603,0.3000,0.9518,0.0880,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000285,643,0.7049,0.1852,0.1098,0.9535,0.0690,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000286,649,0.5734,0.2905,0.1361,0.8197,0.1090,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000287,601,0.5595,0.3537,0.0868,0.9038,0.1270,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000288,592,0.7306,0.1549,0.1144,0.8931,0.1100,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000289,693,0.3122,0.5911,0.0967,0.7241,0.1540,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000290,683,0.7493,0.1736,0.0772,0.7729,0.0870,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000291,664,0.3920,0.5365,0.0714,0.7111,0.0910,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000292,682,0.7313,0.0747,0.1940,0.7021,0.0760,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000293,705,0.8037,0.0125,0.1838,0.7731,0.0970,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000294,685,0.6057,0.2113,0.1830,0.7068,0.0770,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000295,677,0.5831,0.0321,0.3848,0.7859,0.1390,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000296,783,0.4469,0.0559,0.4973,0.8052,0.1140,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000297,569,0.6245,0.0812,0.2942,0.7872,0.1100,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000298,727,0.4789,0.0764,0.4447,0.8374,0.1350,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000299,1033,0.4463,0.0563,0.4974,0.8315,0.1390,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000300,677,0.6357,0.1094,0.2549,0.8286,0.1250,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000301,575,0.7102,0.0076,0.2822,0.9055,0.1370,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000302,775,0.3857,0.1690,0.4452,0.7472,0.1010,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000303,556,0.7148,0.0333,0.2519,0.9144,0.1080,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000304,616,0.5539,0.0596,0.3865,0.7773,0.1180,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000305,744,0.4207,0.2480,0.3312,0.7033,0.1220,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000306,569,0.6147,0.0591,0.3262,0.7625,0.1460,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000307,567,0.5642,0.2057,0.2302,0.9092,0.1760,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000308,1133,0.2287,0.6502,0.1211,0.5389,0.1160,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000309,654,0.5735,0.0501,0.3764,0.7319,0.1460,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000310,688,0.4822,0.0699,0.4479,0.6924,0.1550,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000311,514,0.7277,0.0106,0.2617,0.7781,0.1340,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000312,724,0.4479,0.2141,0.3380,0.6587,0.1120,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000313,762,0.4479,0.0908,0.4613,0.5598,0.1320,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000314,764,0.5167,0.0182,0.4650,0.6717,0.1130,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000315,620,0.4300,0.4805,0.0896,1.0000,0.1430,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000316,896,0.5149,0.1304,0.3547,0.8857,0.1450,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000317,680,0.6012,0.0761,0.3227,0.8451,0.1220,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000318,626,0.7639,0.0607,0.1754,0.9215,0.1360,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000319,516,0.7146,0.0926,0.1928,0.8984,0.1370,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000320,815,0.7277,0.0494,0.2229,0.9863,0.0890,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000321,839,0.5129,0.0700,0.4171,0.7265,0.1280,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000322,815,0.5181,0.0930,0.3889,0.9582,0.1240,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000323,908,0.4682,0.0439,0.4879,0.7067,0.1250,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000324,668,0.7115,0.0901,0.1985,0.9474,0.1250,Barnet,E09000003,Barnet,E37000051,London,EPN
,E01000325,593,0.9297,0.0086,0.0617,0.9721,0.0910,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000326,556,0.8750,0.0147,0.1103,0.9770,0.0720,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000327,632,0.8874,0.0530,0.0596,0.9279,0.0880,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000328,622,0.8742,0.0638,0.0621,0.9074,0.0850,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000329,652,0.7369,0.1605,0.1025,0.9107,0.0900,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000330,793,0.6995,0.1477,0.1528,0.7807,0.0740,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000331,644,0.6532,0.2771,0.0697,0.9685,0.1250,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000332,628,0.7987,0.0753,0.1260,0.8326,0.0920,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000333,862,0.5965,0.1955,0.2081,0.6487,0.0790,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000334,649,0.8281,0.0500,0.1219,0.8659,0.0750,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000335,1106,0.5376,0.2273,0.2351,0.6627,0.1320,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000336,843,0.4035,0.3796,0.2169,0.5823,0.1150,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000337,700,0.7059,0.1101,0.1840,0.8419,0.0860,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000338,732,0.6984,0.0361,0.2655,0.8358,0.0940,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000339,606,0.7342,0.2010,0.0648,0.9477,0.0960,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000340,632,0.8950,0.0081,0.0969,0.9396,0.0890,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000341,636,0.9213,0.0148,0.0639,0.9232,0.0840,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000342,653,0.8913,0.0062,0.1025,0.8654,0.0730,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000343,552,0.8818,0.0055,0.1127,0.9350,0.1010,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000344,673,0.8700,0.0201,0.1099,0.9399,0.0800,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000345,495,0.9261,0.0041,0.0698,0.9881,0.0720,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000346,625,0.9296,0.0096,0.0608,0.9826,0.0740,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000347,647,0.8350,0.0599,0.1052,0.8361,0.0830,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000348,525,0.9579,0.0076,0.0344,1.0000,0.0880,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000349,664,0.9246,0.0138,0.0615,0.9687,0.0720,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000350,527,0.8829,0.0134,0.1036,0.9677,0.1060,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000351,644,0.9188,0.0065,0.0747,0.9891,0.0740,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000352,716,0.7840,0.0651,0.1509,0.8883,0.0840,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000353,677,0.9683,0.0091,0.0227,0.9913,0.0880,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000354,635,0.7063,0.2199,0.0738,0.9278,0.1020,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000355,565,0.9478,0.0098,0.0424,0.9896,0.0930,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000356,650,0.8885,0.0096,0.1019,0.9688,0.0860,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000357,491,0.9365,0.0143,0.0492,1.0000,0.0780,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000358,676,0.8801,0.0243,0.0956,0.9756,0.0780,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000359,509,0.9283,0.0082,0.0635,0.9142,0.0700,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000360,774,0.6767,0.0121,0.3112,0.8686,0.0870,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000361,616,0.8256,0.0532,0.1213,0.9320,0.0880,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000362,694,0.8738,0.0479,0.0783,0.8892,0.0880,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000363,578,0.8903,0.0124,0.0973,0.9681,0.0830,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000364,666,0.8280,0.0584,0.1137,0.8381,0.0840,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000365,733,0.7657,0.0514,0.1829,0.8512,0.0860,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000366,678,0.8229,0.0336,0.1435,0.9052,0.0830,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000367,898,0.6083,0.3124,0.0793,0.7337,0.1130,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000368,635,0.5158,0.4130,0.0712,0.9703,0.1020,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000369,633,0.8482,0.0687,0.0831,0.9709,0.1140,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000370,659,0.8228,0.0940,0.0832,0.8853,0.0790,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000371,646,0.8943,0.0174,0.0883,0.9878,0.0810,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000372,632,0.5885,0.3423,0.0691,0.8466,0.1540,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000373,486,0.1483,0.7762,0.0756,0.6273,0.1100,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000374,543,0.5337,0.4101,0.0562,1.0000,0.1740,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000375,751,0.7044,0.2159,0.0796,0.7521,0.1240,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000376,630,0.7805,0.1205,0.0990,0.9185,0.1020,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000377,666,0.8413,0.0601,0.0986,0.8969,0.0740,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000378,1258,0.6539,0.1488,0.1973,0.5942,0.0840,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000379,669,0.7391,0.1780,0.0830,0.9169,0.1150,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000380,926,0.4644,0.4182,0.1174,0.6923,0.0500,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000381,684,0.6455,0.2561,0.0985,0.9318,0.0900,Bexley,E09000004,Bexley,E37000051,London,SPN
,E01000382,602,0.8910,0.0494,0.0596,0.9756,0.0770,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000383,658,0.8073,0.1295,0.0632,0.9136,0.0980,Bexley,E09000004,Bexley,E37000051,London,SPN
,E01000384,802,0.6885,0.1487,0.1628,0.7192,0.0880,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000385,809,0.4753,0.4104,0.1143,0.9400,0.1000,Bexley,E09000004,Bexley,E37000051,London,SPN
,E01000386,679,0.3839,0.4886,0.1275,0.7265,0.1020,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000387,631,0.8673,0.0631,0.0696,0.9396,0.0860,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000388,633,0.9275,0.0193,0.0531,0.9622,0.1010,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000389,738,0.7773,0.1148,0.1078,0.8836,0.0660,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000390,521,0.8835,0.0563,0.0602,0.9847,0.0850,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000391,658,0.8540,0.0637,0.0823,0.9728,0.1020,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000392,778,0.4863,0.2676,0.2460,0.7196,0.1160,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000393,652,0.8453,0.0188,0.1359,0.9644,0.0900,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000394,678,0.8045,0.0577,0.1378,0.8616,0.0720,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000395,542,0.9439,0.0020,0.0541,0.9805,0.1030,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000396,513,0.9408,0.0000,0.0592,1.0000,0.0920,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000398,618,0.7250,0.1849,0.0900,0.9503,0.1250,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000399,641,0.8126,0.0727,0.1147,0.9172,0.1000,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000400,615,0.8102,0.0661,0.1237,0.8563,0.1040,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000401,711,0.6264,0.2214,0.1523,0.8038,0.1170,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000402,681,0.5591,0.2545,0.1864,0.8620,0.0820,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000403,1195,0.4960,0.3838,0.1202,0.6371,0.0700,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000404,1114,0.3452,0.2534,0.4015,0.4827,0.0580,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000405,611,0.6571,0.1360,0.2069,0.8497,0.1110,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000406,836,0.7256,0.0505,0.2239,0.8346,0.1140,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000407,715,0.7841,0.1127,0.1032,0.7425,0.0950,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000408,643,0.7175,0.0596,0.2228,0.9484,0.1380,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000409,664,0.9384,0.0077,0.0539,1.0000,0.0910,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000410,608,0.8973,0.0067,0.0960,0.9729,0.0860,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000411,563,0.9238,0.0091,0.0672,0.9876,0.0990,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000412,654,0.8782,0.0047,0.1171,0.9392,0.0780,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000413,535,0.8851,0.0079,0.1069,0.9387,0.0900,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000414,754,0.7611,0.0237,0.2151,0.7942,0.0960,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000415,524,0.9492,0.0137,0.0371,1.0000,0.0880,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000416,548,0.6015,0.1992,0.1992,0.9304,0.1380,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000417,725,0.6704,0.1907,0.1388,0.6695,0.0900,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000418,734,0.6194,0.2003,0.1804,0.7834,0.0970,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000419,609,0.9360,0.0135,0.0505,0.9685,0.0960,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000420,662,0.8841,0.0331,0.0828,0.9399,0.0880,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000421,607,0.9652,0.0050,0.0299,0.9901,0.0710,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000422,700,0.1601,0.7621,0.0778,0.8530,0.1060,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000423,604,0.9409,0.0099,0.0493,0.9574,0.0870,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000424,807,0.8575,0.0471,0.0954,0.6217,0.0670,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000425,601,0.9644,0.0102,0.0254,0.8413,0.0900,Bexley,E09000004,Bexley,E37000051,London,LPN
,E01000426,752,0.7514,0.0843,0.1643,0.8700,0.0910,Bexley,E09000004,Bexley,E37000051,London,LPN
