Electricity demand for heat (kWh),,,,,,,,,,,,,
"Notes: Data gives all electricity demand for space and hot water heating by LSOA, including new builds and district heating",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,variable,Electricity_demand_for_heat_kWh,Electricity_demand_for_heat_kWh,Electricity_demand_for_heat_kWh,Electricity_demand_for_heat_kWh,Electricity_demand_for_heat_kWh,Electricity_demand_for_heat_kWh,Electricity_demand_for_heat_kWh,Electricity_demand_for_heat_kWh,,,,
,E01000177,892626.4626,1031711.308,974621.6803,813418.7996,1048320.65,2984853.413,1069293.892,2585722.232,Barnet,Barnet,London,EPN
,E01000178,706618.4516,794102.0171,741440.5795,626200.5817,809444.8603,2409056.086,872757.4844,2024208.833,Barnet,Barnet,London,EPN
,E01000179,2318450.927,2055530.185,1969477.21,1823025.372,2085877.473,2887472.784,1088549.9,2595050.734,Barnet,Barnet,London,EPN
,E01000180,139260.7847,429222.3258,371891.041,218324.4297,433358.0597,2225241.842,802112.2185,1892398.808,Barnet,Barnet,London,EPN
,E01000181,1865039.961,2025247.398,1997994.354,2000912.143,2071790.392,3242730.566,2989243.898,3521476.941,Barnet,Barnet,London,EPN
,E01000182,2274430.548,1923245.787,1863475.284,1894222.772,1959764.038,3122043.06,1609276.349,2775262.974,Barnet,Barnet,London,EPN
,E01000183,99928.87563,408082.5921,358121.9963,159977.1278,431651.1173,2820111.576,684960.7267,2212165.65,Barnet,Barnet,London,EPN
,E01000184,228515.8528,468702.7634,408375.3792,264092.2565,418928.9294,1945789.445,644412.1197,1426007.642,Barnet,Barnet,London,EPN
,E01000185,220801.7133,378706.7508,328123.7655,232338.3291,393808.0325,1776289.246,663279.5716,1517951.978,Barnet,Barnet,London,EPN
,E01000186,71288.98198,384221.1127,347829.4594,173428.0547,360801.4381,2094711.003,603551.4737,1570083.404,Barnet,Barnet,London,EPN
,E01000187,689926.8131,1131783.345,1037958.202,624042.8732,714665.1768,2780116.191,394175.0094,867853.1376,Barnet,Barnet,London,EPN
,E01000188,882440.878,991465.1652,956920.0527,869801.1798,949639.8068,2262303.796,1227124.942,1829149.483,Barnet,Barnet,London,EPN
,E01000189,5364204.588,4299766.107,4241915.11,4521587.183,4316698.923,4287428.281,3358836.031,3842471.368,Barnet,Barnet,London,EPN
,E01000190,491559.6551,661995.5493,623337.3436,493082.9512,633262.0695,2137925.799,801625.6272,1661766.592,Barnet,Barnet,London,EPN
,E01000191,545230.1667,744351.3574,711962.0497,598063.8294,710333.6714,2022422.389,872131.6911,1605344.275,Barnet,Barnet,London,EPN
,E01000192,3683285.933,3305723.352,3263695.001,3397288.28,3170499.286,3603770.728,3131377.613,3030949.561,Barnet,Barnet,London,EPN
,E01000193,8246534.01,7182756.843,7136037.753,7672727.828,6741756.648,5326483.24,7258545.84,4822230.35,Barnet,Barnet,London,EPN
,E01000194,2621534.12,2330973.075,2285207.036,2316112.861,2270200.746,4220615.899,2367346.799,3317487.11,Barnet,Barnet,London,EPN
,E01000195,2073396.767,1679666.843,1623429.592,1643125.208,1716086.362,2634444.58,1158963.271,2352691.624,Barnet,Barnet,London,EPN
,E01000196,2088054.71,3643154.339,3597132.744,3777008.979,4447383.114,7034283.597,5924073.059,7636212.629,Barnet,Barnet,London,EPN
,E01000197,1353208.988,1266033.691,1220262.205,1197877.328,1260765.511,2465771.188,1286547.217,2107957.975,Barnet,Barnet,London,EPN
,E01000198,1078790.339,1148855.46,1096898.925,997484.2716,1127953.345,3025973.907,1239706.659,2425438.267,Barnet,Barnet,London,EPN
,E01000199,1783362.615,1690844.059,1651572.418,1620828.307,1694422.972,2898330.166,1522571.623,2529726.937,Barnet,Barnet,London,EPN
,E01000200,1289289.995,1182519.678,1119122.935,1047229.382,1176919.14,2715515.58,1033618.922,2287003.277,Barnet,Barnet,London,EPN
,E01000201,304454.657,515123.3932,476705.4179,312617.7824,487967.2904,2057525.128,653002.6231,1604883.412,Barnet,Barnet,London,EPN
,E01000202,537990.3589,897262.257,873684.8585,942395.4994,1031568.128,2519458.705,2099222.369,2658262.371,Barnet,Barnet,London,EPN
,E01000203,255522.057,577879.3692,522790.043,282644.915,651127.3722,3472081.473,819703.2958,2990412.544,Barnet,Barnet,London,EPN
,E01000204,1469721.214,1771563.323,1718179.418,1676597.099,1892298.719,3381601.634,1719380.391,3010500.156,Barnet,Barnet,London,EPN
,E01000205,258828.0475,536123.7717,486209.6808,282431.5002,513865.4625,2677496.246,677428.5149,2018230.295,Barnet,Barnet,London,EPN
,E01000206,1136973.821,1226230.589,1191394.43,1067744.841,1235730.106,3246032.564,1220832.25,2592112.229,Barnet,Barnet,London,EPN
,E01000207,982182.1864,1351320.055,1330905.099,1353382.029,1545826.677,3341595.939,2736327.285,3518768.777,Barnet,Barnet,London,EPN
,E01000208,92713.96546,439530.1769,390872.5107,132166.7984,461658.5469,3061894.361,622580.1128,2377561.893,Barnet,Barnet,London,EPN
,E01000209,289388.2656,621625.8236,556167.8831,345624.0588,619697.9231,3081897.812,873242.4983,2434276.535,Barnet,Barnet,London,EPN
,E01000210,93824.35766,422472.2007,374782.439,147206.9243,442668.2134,2909662.869,683109.7812,2265404.962,Barnet,Barnet,London,EPN
,E01000211,3408974.031,3020362.11,2952385.985,3074090.11,2940056.99,3957967.234,2895100.047,3318754.647,Barnet,Barnet,London,EPN
,E01000212,927240.6164,960008.5016,922710.7129,845050.4841,970734.4266,2385383.637,966379.9419,1986373.116,Barnet,Barnet,London,EPN
,E01000213,327065.2617,552671.6686,524625.4186,319839.5742,556770.1046,2767469.398,599110.2704,2060804.73,Barnet,Barnet,London,EPN
,E01000214,2209776.464,1900505.946,1847473.11,1873438.02,1902043.273,2846448.314,1564008.019,2493906.906,Barnet,Barnet,London,EPN
,E01000215,1831023.199,1981401.095,1957480.037,2162947.844,2228510.931,3832907.433,3385708.277,4082685.354,Barnet,Barnet,London,EPN
,E01000216,893060.8434,1228632.459,1207320.943,1278010.214,1411287.064,3039531.379,2592709.113,3242587.309,Barnet,Barnet,London,EPN
,E01000217,610249.936,876483.6525,859531.2954,912242.1468,1040113.109,2351603.168,1892334.466,2484197.925,Barnet,Barnet,London,EPN
,E01000218,1255321.927,1584139.757,1560242.433,1626828.321,1744343.09,3354069.554,2945898.328,3516746.528,Barnet,Barnet,London,EPN
,E01000219,2104389.549,1784427.811,1742838.645,1801464.481,1800047.732,3354201.035,1777208.579,2896401.451,Barnet,Barnet,London,EPN
,E01000220,1007814.988,1505218.866,1477396.751,1545033.595,1815869.344,3760803.871,3241670.402,4018794.212,Barnet,Barnet,London,EPN
,E01000221,4604227.464,4275482.564,4243646.49,4501728.513,4053540.819,3280137.009,4590401.151,3014309.471,Barnet,Barnet,London,EPN
,E01000222,1883186.597,1671352.567,1617091.487,1639274.16,1657683.983,3140010.717,1743334.202,2726915.706,Barnet,Barnet,London,EPN
,E01000223,3155666.684,3291393.109,3232996.062,3197999.347,3141632.307,4112580.441,3976201.918,3523046.918,Barnet,Barnet,London,EPN
,E01000224,698574.4658,883300.1428,837662.5709,755141.7325,863942.7193,2585942.057,1436282.112,2206546.028,Barnet,Barnet,London,EPN
,E01000225,1233348.468,1206740.999,1177859.044,1073034.381,1190064.138,2788071.06,1009305.311,2155109.014,Barnet,Barnet,London,EPN
,E01000226,406240.8395,553097.5441,502257.9752,375183.0854,554073.3904,2148595.533,726967.239,1762177.101,Barnet,Barnet,London,EPN
,E01000227,1544508.161,1584487.781,1540103.021,1509794.454,1468503.316,2523150.673,1947299.021,1989925.8,Barnet,Barnet,London,EPN
,E01000228,408293.7622,543815.6311,510444.8646,391433.7632,522097.2726,2117346.386,669996.352,1507778.702,Barnet,Barnet,London,EPN
,E01000229,414188.4721,566028.9738,516661.4745,383639.5106,562561.5195,2249276.809,695356.2394,1805271.036,Barnet,Barnet,London,EPN
,E01000230,702730.5093,959763.8848,917668.3798,758077.6259,931752.9833,2864329.244,1108760.846,2251331.934,Barnet,Barnet,London,EPN
,E01000231,285224.2871,511519.587,463018.0957,299862.0548,511107.4411,2394841.207,770772.7409,1944489.189,Barnet,Barnet,London,EPN
,E01000232,1119353.316,1108941.319,1063181.984,972400.628,1108375.941,2610963.496,1028335.605,2153760.658,Barnet,Barnet,London,EPN
,E01000233,747464.0537,903255.0622,864363.2621,719289.7789,874686.8808,2687955.672,1039957.721,2114447.283,Barnet,Barnet,London,EPN
,E01000234,936737.7248,1022354.055,975551.0351,864371.6148,1002902.95,2537274.559,1095262.311,2074272.102,Barnet,Barnet,London,EPN
,E01000235,887261.6938,996204.057,947906.2427,845344.3011,975507.3658,2570929.271,1176879.629,2064454.496,Barnet,Barnet,London,EPN
,E01000236,1594409.815,1643907.527,1594861.873,1521862.298,1729695.426,4319838.823,1878216.419,3853703.127,Barnet,Barnet,London,EPN
,E01000237,3733993.677,2967601.313,2908325.268,3087975.822,2922430.461,3353235.111,2193644.225,2855010.938,Barnet,Barnet,London,EPN
,E01000238,1104131.867,1105057.47,1060697.253,915248.0342,1205451.712,3801288.812,949086.7098,3306256.839,Barnet,Barnet,London,EPN
,E01000239,4721214.055,4251955.328,4188526.266,3906727.378,4986020.864,12351557.9,2647193.548,12087267.32,Barnet,Barnet,London,EPN
,E01000240,1134654.83,1091732.609,1050955.776,969709.8874,1068826.23,2521511.501,1048881.873,2005930.148,Barnet,Barnet,London,EPN
,E01000241,2318401.136,2060758.61,2016400.042,2066837.852,2040639.768,2931161.275,1896846.926,2549832.778,Barnet,Barnet,London,EPN
,E01000242,2441998.764,1901536.757,1864131.258,1939481.991,1884956.854,2725002.971,1174946.759,2237572.094,Barnet,Barnet,London,EPN
,E01000243,2583054.215,2580712.452,2550156.506,2788267.638,2823323.129,4235138.829,3966246.775,4609124.315,Barnet,Barnet,London,EPN
,E01000244,5763730.593,4716557.268,4682004.183,5194525.654,4453152.608,3410780.531,4665535.964,3026119.419,Barnet,Barnet,London,EPN
,E01000245,2783357.373,2791923.277,2763099.849,2931779.249,2939951.163,4104957.783,4191146.309,4615301.136,Barnet,Barnet,London,EPN
,E01000246,959323.5996,976935.9684,932807.4131,867156.9863,943756.1353,2413694.344,1006445.845,1949477.71,Barnet,Barnet,London,EPN
,E01000247,1478857.966,1377982.597,1325238.931,1252967.107,1410600.326,3119978.625,1194916.859,2644658.499,Barnet,Barnet,London,EPN
,E01000248,2540959.565,2533554.472,2484291.395,2482601.047,2304287.408,2960929.022,2735798.902,2242428.839,Barnet,Barnet,London,EPN
,E01000249,436170.295,615423.6861,576290.249,434317.1232,589952.6917,2253637.026,804805.1412,1744602.83,Barnet,Barnet,London,EPN
,E01000250,5991271.717,5015111.147,4941591.033,5266281.868,4804126.714,4902620.467,4426348.209,4160320.728,Barnet,Barnet,London,EPN
,E01000251,4236314.019,3599991.196,3538734.87,3702953.411,3597020.659,4351530.65,2915446.228,3910266.156,Barnet,Barnet,London,EPN
,E01000252,2752930.595,2377035.916,2330875.878,2418645.201,2370027.951,2859586.025,2039475.622,2596915.36,Barnet,Barnet,London,EPN
,E01000253,941145.5287,1101264.823,1050557.352,899011.6209,1068769.041,3241934.325,1263159.943,2483324.192,Barnet,Barnet,London,EPN
,E01000254,686000.3165,825331.8096,777218.2615,643082.7181,818859.4546,2547477.706,915475.5852,2067892.015,Barnet,Barnet,London,EPN
,E01000255,1032825.103,1127038.923,1086895.935,1041547.463,1106442.369,2855079.8,1553838.711,2377820.667,Barnet,Barnet,London,EPN
,E01000256,1345025.619,1380099.507,1333960.039,1263840.121,1393199.605,3084136.406,1580660.688,2684762.536,Barnet,Barnet,London,EPN
,E01000257,1658069.51,1582865.443,1534650.863,1544804.321,1600912.663,3070972.661,1876448.246,2729774.442,Barnet,Barnet,London,EPN
,E01000258,1828870.483,1898390.667,1843739.316,1778355.199,1836798.369,3832469.188,2278635.689,3151469.779,Barnet,Barnet,London,EPN
,E01000259,735200.6135,1207074.741,1109534.906,761654.7245,1188264.422,4825879.321,1399085.086,3893880.706,Barnet,Barnet,London,EPN
,E01000260,4351777.544,4098176.135,4042852.396,4240263.933,3905656.104,4559951.169,4766576.05,4059669.083,Barnet,Barnet,London,EPN
,E01000261,1692461.247,1608969.132,1554482.977,1497758.853,1570584.9,2940824.871,1390616.692,2393738.439,Barnet,Barnet,London,EPN
,E01000262,1964619.979,2156765.922,2063947.52,1888042.077,2165746.806,5454905.018,2536118.279,4652197.839,Barnet,Barnet,London,EPN
,E01000263,128744.246,379654.874,346144.822,165270.649,365326.355,2078257.871,562510.0626,1602538.483,Barnet,Barnet,London,EPN
,E01000264,2529973.887,2288527.074,2236469.031,2266223.42,2195233.797,3080696.899,2134114.256,2494710.502,Barnet,Barnet,London,EPN
,E01000265,426762.0932,710868.6851,643873.7513,459860.1577,702204.4742,2747620.905,1012212.948,2281261.496,Barnet,Barnet,London,EPN
,E01000266,157432.61,384675.2263,350623.4497,185678.8945,362205.6848,1986323.939,568216.693,1527447.675,Barnet,Barnet,London,EPN
,E01000267,1187993.696,1137559.602,1097258.411,1030374.965,1140976.674,2327674.75,1028127.615,1952306.816,Barnet,Barnet,London,EPN
,E01000268,6939803.664,5190696.154,5130462.874,5555783.808,5273599.011,5963921.011,3343437.5,5660751.043,Barnet,Barnet,London,EPN
,E01000269,447627.4238,571740.2831,534054.9892,406245.129,579146.3855,2180008.529,634505.5169,1786203.27,Barnet,Barnet,London,EPN
,E01000270,1525987.24,1380800.618,1340515.028,1327898.294,1370216.575,2214704.184,1188834.767,1928350.399,Barnet,Barnet,London,EPN
,E01000271,793799.6989,908921.8421,863670.0666,669243.1957,930562.568,2703563.872,758447.6059,2266652.509,Barnet,Barnet,London,EPN
,E01000272,661948.3322,862477.5526,824645.2088,671719.8459,811374.4574,2254794.593,1085205.428,1752533.75,Barnet,Barnet,London,EPN
,E01000273,1298693.096,1660951.133,1615585.87,1517765.878,1515634.766,2789820.568,1915995.255,2175028.498,Barnet,Barnet,London,EPN
,E01000274,296554.2891,562281.2634,509683.9867,327522.9071,532514.6711,2559736.619,888377.5282,1982830.538,Barnet,Barnet,London,EPN
,E01000275,70242.74135,343418.0463,291050.9135,125887.7506,346145.1478,2167617.471,678401.6771,1763089.98,Barnet,Barnet,London,EPN
,E01000276,185714.3861,456388.0966,423359.65,229906.219,452700.9796,2428920.131,658615.8422,1882382.767,Barnet,Barnet,London,EPN
,E01000277,4209973.652,3319142.53,3236346.614,3203178.417,3265393.7,3142553.705,1393883.976,2713597.162,Barnet,Barnet,London,EPN
,E01000278,96290.62188,380563.5323,343607.2141,145346.861,372092.7108,2324472.9,610372.7542,1813161.915,Barnet,Barnet,London,EPN
,E01000279,380933.3928,625433.5147,589267.6967,411841.7077,593564.2131,2535038.624,858032.5737,1860608.695,Barnet,Barnet,London,EPN
,E01000280,331178.0461,573203.2813,538770.6888,366377.7603,517404.6296,2432524.054,814365.6185,1654977.702,Barnet,Barnet,London,EPN
,E01000281,956873.6367,1099187.274,1040141.805,892655.5045,1089241.619,3548978.504,1284098.749,2731141.824,Barnet,Barnet,London,EPN
,E01000282,586746.0309,815265.0579,765791.833,573589.8476,774574.5704,2698356.003,987363.9056,2108340.683,Barnet,Barnet,London,EPN
,E01000283,6508.236101,270357.0612,238523.0061,59566.02978,254275.861,1915607.165,545839.2442,1469249.785,Barnet,Barnet,London,EPN
,E01000284,656528.5122,806261.6241,743908.3346,635426.8663,786932.9161,2410418.667,1103662.818,2010615.184,Barnet,Barnet,London,EPN
,E01000285,186918.0812,396977.6928,347403.3939,204984.6593,402103.3416,2025987.105,650133.3564,1668091.615,Barnet,Barnet,London,EPN
,E01000286,1172754.493,1115643.307,1067181.929,992734.1981,1104482.326,2556869.911,1009179.701,1964221.285,Barnet,Barnet,London,EPN
,E01000287,1277107.893,1344558.035,1297185.496,1224014.359,1269440.914,2342740.525,1507147.21,1887216.346,Barnet,Barnet,London,EPN
,E01000288,248283.3358,474959.5737,431099.2212,274666.7048,457220.4123,2147844.801,624774.4656,1677517.004,Barnet,Barnet,London,EPN
,E01000289,1051274.831,1042228.605,995884.3499,939911.463,1056987.04,2323850.515,1063541.838,2003800.198,Barnet,Barnet,London,EPN
,E01000290,1132225.383,1179885.79,1133319.245,1042888.643,1159465.054,2809745.504,1208107.669,2181405.06,Barnet,Barnet,London,EPN
,E01000291,1116354.96,1081291.358,1038496.343,1006684.001,1082320.293,2127584.604,1128577.718,1815075.396,Barnet,Barnet,London,EPN
,E01000292,1898186.028,1671206.815,1619198.225,1657035.238,1662336.084,2698890.589,1420420.59,2311415.955,Barnet,Barnet,London,EPN
,E01000293,2304252.377,2090327.108,2045766.01,2055290.692,1987589.27,2891887.104,2006408.44,2324980.893,Barnet,Barnet,London,EPN
,E01000294,1152499.129,1122357.437,1082093.152,1026390.047,1127510.866,2345758.074,1060894.125,1972866.884,Barnet,Barnet,London,EPN
,E01000295,769828.7838,1694856.601,1671929.123,1509752.744,1549480.295,2581109.741,1662577.998,2142124.198,Barnet,Barnet,London,EPN
,E01000296,2226171.774,1884744.082,1830149.989,1822442.782,2032351.565,3181312.068,1809511.651,2923658.773,Barnet,Barnet,London,EPN
,E01000297,886194.4819,879725.2819,837566.661,799102.8086,888443.7212,2004122.141,920140.6559,1743304.767,Barnet,Barnet,London,EPN
,E01000298,2114024.435,2162308.397,2111846.763,2088367.293,2019925.925,3257238.5,2344950.525,2584748.479,Barnet,Barnet,London,EPN
,E01000299,2311745.33,2286698.711,2238556.578,2381127.111,2628444.399,4582991.431,3869430.454,4979816.059,Barnet,Barnet,London,EPN
,E01000300,990460.6695,992566.4243,941979.2987,877729.9565,980945.01,2250726.077,1092756.912,1918555.922,Barnet,Barnet,London,EPN
,E01000301,546969.0029,934873.4994,902821.3512,733866.4617,887206.9032,2646644.983,1039765.831,2064049.968,Barnet,Barnet,London,EPN
,E01000302,144263.485,2163943.446,2158527.236,1853266.255,1884408.207,3025846.258,2314684.475,2439777.443,Barnet,Barnet,London,EPN
,E01000303,405389.6204,682034.8869,645279.8858,487607.3845,705247.4085,2316700.247,851144.9347,1897974.047,Barnet,Barnet,London,EPN
,E01000304,1175154.684,1607762.692,1564533.493,1528554.934,1773870.98,2976154.08,1611751.067,2769324.851,Barnet,Barnet,London,EPN
,E01000305,3308254.317,2965650.417,2917546.853,3050166.152,2825843.87,3191737.499,3017632.412,2619489.486,Barnet,Barnet,London,EPN
,E01000306,593292.2136,843266.7109,820613.064,914281.8875,952178.6661,2058092.572,1858746.344,2252802.121,Barnet,Barnet,London,EPN
,E01000307,2788066.414,2800986.19,2756817.941,2770963.546,2534373.306,3474630.985,3307507.406,2720962.305,Barnet,Barnet,London,EPN
,E01000308,4917577.215,4004583.209,3938524.982,4175338.358,4031498.307,4376469.722,3277806.603,4062482.88,Barnet,Barnet,London,EPN
,E01000309,1667899.498,1483956.66,1437606.193,1447435.614,1460700.758,2602488.016,1370415.552,2152793.798,Barnet,Barnet,London,EPN
,E01000310,2661689.784,2984547.453,2938364.148,2882750.622,3144112.688,6483352.244,3165231.719,5734111.89,Barnet,Barnet,London,EPN
,E01000311,1198794.707,1235261.525,1205169.818,1082174.284,1318408.244,4060025.846,1351165.898,3526986.676,Barnet,Barnet,London,EPN
,E01000312,1441417.038,1295221.6,1249670.982,1232958.871,1313498.615,2309609.26,1128688.907,1991572.827,Barnet,Barnet,London,EPN
,E01000313,3236841.321,2720482.867,2660053.613,2825827.843,2604052.71,2759314.993,2334394.926,2371386.547,Barnet,Barnet,London,EPN
,E01000314,1095309.616,1676324.268,1653957.856,1702476.837,1810802.39,3604694.812,3112254.209,3727314.376,Barnet,Barnet,London,EPN
,E01000315,606287.7061,827570.5296,777647.508,636876.9206,775000.6288,2272633.484,1117957.262,1791160.871,Barnet,Barnet,London,EPN
,E01000316,2470553.748,2299788.406,2221121.145,1941157.988,2367252.419,4211840.332,1237373.172,3726306.765,Barnet,Barnet,London,EPN
