Total heat demand (kWh_th),,,,,,,,,,,,
Notes:,"Figures are for total heat demand in kWh_th of all buildings, including new build ",,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,variable,Total_heat demand_kWh,Total_heat demand_kWh,Total_heat demand_kWh,Total_heat demand_kWh,Total_heat demand_kWh,Total_heat demand_kWh,Total_heat demand_kWh,,,,
,scenario,Baseline,Consumer Transformation,System Transformation,Leading the Way,Consumer Transformation,System Transformation,Leading the Way,,,,
,year,2020,2030,2030,2030,2050,2050,2050,,,,
,sector,Combined,Combined,Combined,Combined,Combined,Combined,Combined,,,,
,,,,,,,,,,,,
,LSOA code,Total_heat demand_kWhBaseline2020Combined,Total_heat demand_kWhConsumer Transformation2030Combined,Total_heat demand_kWhSystem Transformation2030Combined,Total_heat demand_kWhLeading the Way2030Combined,Total_heat demand_kWhConsumer Transformation2050Combined,Total_heat demand_kWhSystem Transformation2050Combined,Total_heat demand_kWhLeading the Way2050Combined,LAD20NM,CTYUA19NM,LEP20NM,Licence area
,E01024427,6342079.235,6017814.618,6290540.606,5875542.017,5994801.448,6168287.843,5996888.956,Sevenoaks,Kent,South East,SPN
,E01024428,6554754.217,6258577.498,6550271.388,6075661.085,6105610.928,6282749.324,6098873.069,Sevenoaks,Kent,South East,SPN
,E01024429,9208934.763,8710980.027,9075403.522,8483725.617,8266674.874,8486314.87,8194444.539,Sevenoaks,Kent,South East,SPN
,E01024430,11456162.87,10738590.42,11280278.69,10340153.1,9873737.955,10148549.78,9702844.378,Sevenoaks,Kent,South East,SPN
,E01024431,14259004.4,13190859.03,13823808.9,12749164.04,12274148.9,12611536.42,12170703.66,Sevenoaks,Kent,South East,SPN
,E01024432,9262666.547,8758298.892,9169068.868,8465824.381,8055398.777,8266020.968,7999090.634,Sevenoaks,Kent,South East,SPN
,E01024433,9618573.593,9087494.229,9536558.061,8787146.417,8496544.65,8740187.674,8451240.994,Sevenoaks,Kent,South East,SPN
,E01024434,12765756.25,12034547.49,12590564.28,11665967.54,11566424.24,11804580.01,11530024.46,Sevenoaks,Kent,South East,SPN
,E01024435,13317781.44,12216584.31,12777259.5,11798759.6,11085150.29,11323878.47,11010193.34,Sevenoaks,Kent,South East,SPN
,E01024436,10388335.86,9805447.066,10296005.48,9479087.204,9148808.268,9369575.522,9105561.488,Sevenoaks,Kent,South East,SPN
,E01024437,14798753.21,15098832.69,15704172.44,14311168.39,14004390.57,14267894.06,13672390.85,Sevenoaks,Kent,South East,SPN
,E01024438,9485269.733,9016573.527,9474206.155,8704490.395,8500099.853,8748396.234,8453165.376,Sevenoaks,Kent,South East,SPN
,E01024439,10917119.53,10405416.42,10884628.04,10087267.14,9933248.343,10195531.39,9911294.413,Sevenoaks,Kent,South East,SPN
,E01024440,17119404.83,15891192.26,16674816.85,15397265.28,15113705.71,15517861.69,15033323.91,Sevenoaks,Kent,South East,SPN
,E01024441,8924554.546,8607910.876,9033474.871,8317266.126,8222639.908,8497955.169,8209474.981,Sevenoaks,Kent,South East,SPN
,E01024442,12086820.65,12042784.58,12586878.92,11350189.31,11289655.52,11530591.7,10999483.04,Sevenoaks,Kent,South East,SPN
,E01024443,12001609.36,11438477.61,11977856.25,11065224.47,10891883.05,11137575.86,10872851.19,Sevenoaks,Kent,South East,SPN
,E01024444,6806357.754,6437550.705,6719506.038,6278520.183,6195117.004,6369202.6,6170487.896,Sevenoaks,Kent,South East,SPN
,E01024445,11353482.74,14320131.85,14696485.18,13470017.91,10250731.96,10442907.97,10055720.25,Sevenoaks,Kent,South East,SPN
,E01024446,7647553.654,7358591.588,7697034.666,7141464.902,7203334.496,7410330.104,7199575.231,Sevenoaks,Kent,South East,SPN
,E01024447,7780468.816,7463244.516,7805550.893,7250521.079,7337126.835,7542162.2,7337289.583,Sevenoaks,Kent,South East,SPN
,E01024448,6565088.221,6338640.427,6637655.653,6146821.538,6235097.633,6416666.803,6225145.281,Sevenoaks,Kent,South East,SPN
,E01024449,7673260.97,7428298.077,7800591.449,7192546.932,7359932.804,7616022.65,7365990.67,Sevenoaks,Kent,South East,SPN
,E01024450,14827653.86,14665859.23,15276586.23,14160322.73,12885196.82,13187127.22,12758764.11,Sevenoaks,Kent,South East,SPN
,E01024451,23572937.82,22501300.09,23540554.63,21726331.54,19614918.73,20021521.88,19407157.87,Sevenoaks,Kent,South East,SPN
,E01024452,11170152.59,10270852.84,10718442.39,9974376.578,9648537.236,9818036.095,9563071.946,Sevenoaks,Kent,South East,SPN
,E01024453,9748816.508,9334525.217,9805786.213,9017448.322,8987452.732,9292790.809,8973632.043,Sevenoaks,Kent,South East,SPN
,E01024454,11458098.12,11559882.03,12151994.46,11007497.24,8482109.06,8775117.527,8257789.895,Sevenoaks,Kent,South East,SPN
,E01024455,16812552.46,18941625.54,19492666.19,16723436.21,16993410.42,17132744.93,15374588.77,Sevenoaks,Kent,South East,SPN
,E01024456,9828819.179,10243752.82,10626512.91,9383863.471,9507039.79,9636736.693,8965180.057,Sevenoaks,Kent,South East,SPN
,E01024457,7601420.689,7257161.426,7565125.584,7068731.447,7057380.392,7241530.287,7040807.654,Sevenoaks,Kent,South East,SPN
,E01024458,12952970.67,12066938.3,12653312.11,11627112.63,10978253.6,11235759.38,10862012.46,Sevenoaks,Kent,South East,SPN
,E01024459,12381621.64,11581490.81,12088520.66,11250570.76,11133682.74,11310229.6,11095471.42,Sevenoaks,Kent,South East,SPN
,E01024460,8894126.636,8455981.759,8821760.106,8259773.872,8419480.867,8644805.013,8417077.542,Sevenoaks,Kent,South East,SPN
,E01024461,14570032.31,13875240.64,14502892.64,13487269.31,13570709.81,13911574.23,13544652.95,Sevenoaks,Kent,South East,SPN
,E01024462,9136906.609,8700110.815,9126432.42,8428885.781,8396426.324,8693297.832,8382464.428,Sevenoaks,Kent,South East,SPN
,E01024463,9133926.394,8743667.003,9165948.271,8417078.709,7850537.685,8103167.611,7784373.642,Sevenoaks,Kent,South East,SPN
,E01024464,9644768.069,9135611.233,9619939.759,8793074.247,8545408.626,8850530.255,8511143.328,Sevenoaks,Kent,South East,SPN
,E01024465,8160580.638,8006267.344,8345828.82,7758409.975,7373333.175,7569066.322,7253546.104,Sevenoaks,Kent,South East,SPN
,E01024466,6903627.661,6578413.658,6871004.04,6415449.704,6535228.868,6727386.709,6527375.994,Sevenoaks,Kent,South East,SPN
,E01024467,9629496.77,9091161.87,9521526.466,8757625.795,8221609.365,8490909.067,8149872.827,Sevenoaks,Kent,South East,SPN
,E01024468,9884932.144,9382550.104,9839997.353,9090726.001,9087177.075,9351352.737,9038169.591,Sevenoaks,Kent,South East,SPN
,E01024469,7579703.314,8639565.267,10064261.04,9535776.368,10571605.38,13644368.28,13492506.56,Sevenoaks,Kent,South East,SPN
,E01024470,9832791.355,9358641.672,9810252.71,9062926.119,8950445.162,9225372.296,8927137.581,Sevenoaks,Kent,South East,SPN
,E01024471,14500665.72,13617710.26,14182923.8,13167103.99,12324019.28,12587746.96,12012711.65,Sevenoaks,Kent,South East,SPN
,E01024472,8853218.623,8412723.077,8756461.64,8188192.102,7906968.983,8071665.685,7872358.071,Sevenoaks,Kent,South East,SPN
,E01024473,11548684.05,10637944.56,11184565.67,10141435.23,8299823.922,8555730.3,8064926.771,Sevenoaks,Kent,South East,SPN
,E01024474,7394884.882,7067669.794,7402402.696,6854273.377,6923678.978,7127557.521,6925041.262,Sevenoaks,Kent,South East,SPN
,E01024475,9653383.709,9044778.169,9481443.972,8730064.026,8251767.831,8484647.067,8160049.705,Sevenoaks,Kent,South East,SPN
,E01024476,7319910.147,6896468.537,7164176.594,6789981.95,6979534.167,7147277.951,6980493.569,Sevenoaks,Kent,South East,SPN
,E01024477,9783632.154,9167428.681,9510140.516,8902834.39,8368269.825,8563098.7,8279921.512,Sevenoaks,Kent,South East,SPN
,E01024478,7566525.227,7259062.24,7591412.609,7055728.671,7152728.535,7358770.51,7154299.324,Sevenoaks,Kent,South East,SPN
,E01024479,8305062.72,7951797.142,8326916.873,7702452.115,7671155.74,7881719.674,7660380.044,Sevenoaks,Kent,South East,SPN
,E01024480,13485857.11,12253264.78,12780149.08,11927844.01,11224040.88,11471376.13,11120436.48,Sevenoaks,Kent,South East,SPN
,E01024481,9016375.54,8523187.713,8867827.645,8308900.829,8141196.846,8342793.738,8102297.431,Sevenoaks,Kent,South East,SPN
,E01024482,8925729.889,8506854.634,8834898.4,8336885.437,8523410.01,8702124.426,8527701.161,Sevenoaks,Kent,South East,SPN
,E01024483,16388814.63,14865321.07,15639678.83,14114841,11188290.2,11491438.57,10830226.34,Sevenoaks,Kent,South East,SPN
,E01024484,11476639.3,10512791.2,11021399.92,10183796.56,9892879.081,10082319.15,9868111.168,Sevenoaks,Kent,South East,SPN
,E01024485,13398147.72,14234860.98,15198822.36,13699776.59,11241381.99,11794804.27,11149040.76,Sevenoaks,Kent,South East,SPN
,E01024486,17582244.84,18558319.97,19239611.08,17887723.23,16710398.2,17087194.66,16519737.25,Folkestone and Hythe,Kent,South East,SPN
,E01024487,9826200.88,9346703.226,9779520.519,9044262.793,8714114.784,8978898.437,8666800.303,Folkestone and Hythe,Kent,South East,SPN
,E01024488,9163249.384,8883479.852,9282406.702,8645597.559,8914964.292,9137188.934,8922891.838,Folkestone and Hythe,Kent,South East,SPN
,E01024489,15277988.23,17432587.76,18382780.47,16875201.46,14933008.74,15547129.9,14937160.64,Folkestone and Hythe,Kent,South East,SPN
,E01024490,19899286.41,20981073.71,21774792.82,19051105.9,20046162.57,20309572.11,18806239.38,Folkestone and Hythe,Kent,South East,SPN
,E01024491,6496166.974,6297955.582,6576591.132,6135543.929,6374762.462,6543084.896,6361043.737,Folkestone and Hythe,Kent,South East,SPN
,E01024492,8591923.058,8438493.277,8799479.838,8201926.029,8197707.221,8386547.404,8182437.008,Folkestone and Hythe,Kent,South East,SPN
,E01024493,8417623.701,8113231.75,8439655.211,7925850.64,8175712.902,8345101.76,8175808.261,Folkestone and Hythe,Kent,South East,SPN
,E01024494,10286978.56,9962069.096,10362709.05,9706405.14,9658082.344,9888622.951,9630961.167,Folkestone and Hythe,Kent,South East,SPN
,E01024495,10450251.15,9961514.018,10364209.19,9763396.744,10013285.57,10272415.35,9991261.561,Folkestone and Hythe,Kent,South East,SPN
,E01024496,9729279.757,9373626.454,9721058.524,9196804.922,9444822.506,9622873.948,9449730.524,Folkestone and Hythe,Kent,South East,SPN
,E01024497,9471147.614,9042188.628,9438029.444,8792953.231,8704983.892,8910887.689,8669419.19,Folkestone and Hythe,Kent,South East,SPN
,E01024498,8417164.657,8021051.901,8343091.044,7908360.547,8326710.059,8538484.707,8325451.29,Folkestone and Hythe,Kent,South East,SPN
,E01024499,8237869.445,7923465.125,8229045.269,7759683.573,7972322.647,8138881.987,7962769.251,Folkestone and Hythe,Kent,South East,SPN
,E01024500,6722820.951,6437969.111,6672830.097,6318346.418,6522767.834,6649609.366,6516905.216,Folkestone and Hythe,Kent,South East,SPN
,E01024501,4327563.205,5493105.308,6521333.165,6280857.741,7503249.941,9785538.551,9683558.03,Folkestone and Hythe,Kent,South East,SPN
,E01024502,8020766.638,7662258.734,7946253.373,7506472.667,7440342.279,7605325.704,7402337.754,Folkestone and Hythe,Kent,South East,SPN
,E01024503,9972115.469,9603548.373,10022339.42,9351792.038,9469570.101,9719637.754,9442696.313,Folkestone and Hythe,Kent,South East,SPN
,E01024504,17937752.04,16124292.63,16656081.13,15722897.95,14118262.71,14389949.91,13876159.24,Folkestone and Hythe,Kent,South East,SPN
,E01024505,12097491.94,11617201,12047849.82,11360476.28,11425849.26,11629825.98,11394368.43,Folkestone and Hythe,Kent,South East,SPN
,E01024507,8288347.229,9875761.242,11430967.02,11119066.68,12841111.69,16433266.21,16317350.29,Folkestone and Hythe,Kent,South East,SPN
,E01024508,26139395.04,25247723.17,26276343.82,24384490.38,20399811.34,20764471.38,19970807.42,Folkestone and Hythe,Kent,South East,SPN
,E01024509,22595303.79,24248245.98,25657693.23,23362999.65,19757169.05,20418443.67,19642038.56,Folkestone and Hythe,Kent,South East,SPN
,E01024510,18594392.86,17459682.5,18143988.12,16885605.67,15211182.04,15479681.29,14998862.43,Folkestone and Hythe,Kent,South East,SPN
,E01024511,10644733.56,10225489.52,10681897.87,9937687.97,10024843.68,10307007.2,9986059.253,Folkestone and Hythe,Kent,South East,SPN
,E01024512,5447652.229,6790764.609,8014209.429,7665446.835,9066376.026,11717936.57,11577129.35,Folkestone and Hythe,Kent,South East,SPN
,E01024513,9030288.524,8592295.328,8985093.119,8342074.971,8448271.968,8682944.768,8296032.021,Folkestone and Hythe,Kent,South East,SPN
,E01024514,6617389.748,6408462.78,6701494.337,6236209.239,6421010.547,6596571.138,6404446.99,Folkestone and Hythe,Kent,South East,SPN
,E01024515,10088663.8,9746624.222,10191616.19,9468991.809,9669870.303,9930333.384,9656597.499,Folkestone and Hythe,Kent,South East,SPN
,E01024516,8322056.551,7968088.766,8366766.255,7665272.68,7239264.996,7484201.744,7136623.494,Folkestone and Hythe,Kent,South East,SPN
,E01024517,17287634.56,16651155.31,17260720.65,16031246.21,13611066.33,13855012.4,13284015.54,Folkestone and Hythe,Kent,South East,SPN
,E01024518,12165371.02,12057032.64,12579221.4,11654943.82,10114744.76,10395438.69,9951075.435,Folkestone and Hythe,Kent,South East,SPN
,E01024519,11213283.74,10771974.89,11259554.08,10457699.91,10551264.3,10821035.17,10455637.67,Folkestone and Hythe,Kent,South East,SPN
,E01024520,9174601.877,8816191.362,9206570.523,8594601.989,8699953.685,8947140.895,8666605.304,Folkestone and Hythe,Kent,South East,SPN
,E01024521,15945760.93,17054808.19,17635759.91,16527526.72,15562119.58,15851092.91,15514972.76,Folkestone and Hythe,Kent,South East,SPN
,E01024522,11463323.07,10896969.45,11445978.69,10632357.29,10789123.51,11125303.34,10830416.46,Folkestone and Hythe,Kent,South East,SPN
,E01024523,10773052.82,10341112.18,10810046.42,9969226.697,9462878.456,9752458.927,9376312.995,Folkestone and Hythe,Kent,South East,SPN
,E01024524,18235390.79,25283237.76,26252882.94,24406227.31,21009683.97,21591327.43,20952825.38,Folkestone and Hythe,Kent,South East,SPN
,E01024525,16906903.8,16464810.66,17088681.96,16032949.17,15907526.18,16220074.57,15720601.49,Folkestone and Hythe,Kent,South East,SPN
,E01024526,21198673.32,28116300.93,28950032.9,26371966.98,18469366.34,18920492.79,18028343.77,Folkestone and Hythe,Kent,South East,SPN
,E01024527,17349994.12,17829136.71,18502908.64,17033010.31,14546655.5,14860505.05,14354066.89,Folkestone and Hythe,Kent,South East,SPN
,E01024528,7632633.061,7325740.565,7639885.174,7154644.91,7357548.362,7536472.382,7348870.273,Folkestone and Hythe,Kent,South East,SPN
,E01024529,9895878.456,9531721.554,9940946.677,9267301.275,9311888.853,9509538.657,9288472.49,Folkestone and Hythe,Kent,South East,SPN
,E01024530,11115278.2,10619087.04,11124135.03,10276426.06,10108234.07,10361832.13,10074534.14,Folkestone and Hythe,Kent,South East,SPN
,E01024531,9455178.86,9932690.572,10309859.25,9634386.984,9691410.558,9921747.784,9657862.069,Folkestone and Hythe,Kent,South East,SPN
,E01024532,9810925.209,9551891.492,9985071.5,9320140.619,9459804.62,9772096.933,9473466.596,Folkestone and Hythe,Kent,South East,SPN
,E01024533,11704288.32,12002855.55,12528015.28,11343487.4,11440811.07,11712877.88,11137462.03,Folkestone and Hythe,Kent,South East,SPN
,E01024534,9364830.615,8918478.373,9290621.852,8699449.487,8592466.825,8810336.466,8555972.718,Folkestone and Hythe,Kent,South East,SPN
,E01024535,26834909.63,29616666.42,31560864.97,28473699.68,22746364.27,23835102.71,22556068.69,Folkestone and Hythe,Kent,South East,SPN
,E01024536,25973343.72,24899094.11,26055577.61,23692491.36,20703334.08,21215468.41,20016099.24,Folkestone and Hythe,Kent,South East,SPN
,E01024537,13053730.26,13716217.1,14225911.89,13301670.18,13242102.13,13542009.02,13194152.82,Folkestone and Hythe,Kent,South East,SPN
,E01024538,11524588.26,11338792.62,11912827.99,10965851.82,11028623.1,11399148.22,11036265.74,Folkestone and Hythe,Kent,South East,SPN
,E01024539,15788100.47,14424906.95,15059279.98,13990255.13,12925943.86,13254090.11,12673513.21,Folkestone and Hythe,Kent,South East,SPN
,E01024540,11360574.78,10874851.13,11439513.59,10528639.7,10674935.86,11040473.66,10672448.52,Folkestone and Hythe,Kent,South East,SPN
,E01024541,12867598.54,12251122.74,12844067.34,11938686.32,12230507.87,12607007,12215646.8,Folkestone and Hythe,Kent,South East,SPN
,E01024542,11340619.39,11582592.92,12093781.54,11195509.98,11220839.43,11530849.75,11193412.48,Folkestone and Hythe,Kent,South East,SPN
,E01024544,12504754.61,12175494.79,12749216.09,11802113.63,11341768.05,11610770.22,11313424.98,Folkestone and Hythe,Kent,South East,SPN
,E01024545,15333287.04,14943380.3,15635408.97,14059443.64,14092283.7,14323799.26,13696301.47,Folkestone and Hythe,Kent,South East,SPN
,E01024546,13842080.91,13716728.13,14282658.95,12900101.97,13226729.72,13417238.49,12838461.91,Folkestone and Hythe,Kent,South East,SPN
,E01024547,10757805.85,10300776.71,10776363,10006770.46,10162323.22,10394216.08,10143194.99,Folkestone and Hythe,Kent,South East,SPN
,E01024548,10737521.7,10538647.51,10961446.64,9643560.702,10175766.07,10307000.1,9608347.769,Folkestone and Hythe,Kent,South East,SPN
,E01024549,14195039.05,16978198.92,17441214.32,14436116.91,15161624.34,15302602.13,13212882.97,Folkestone and Hythe,Kent,South East,SPN
,E01024550,23542613.96,24108773.72,25051472.37,23056302.24,19806693.53,20193276.01,19526769.13,Folkestone and Hythe,Kent,South East,SPN
,E01024551,14474866.74,15097989.95,15634834.82,14636014.02,13887316.31,14110417.86,13830498.55,Swale,Kent,South East,SPN
,E01024552,8786074.588,8547610.568,8874848.018,8353928.915,8484213.16,8682626.174,8434963.793,Swale,Kent,South East,SPN
,E01024553,20598735.79,19392494.73,20235166.96,18744086.72,17637319.54,18042455.73,17418517.08,Swale,Kent,South East,SPN
,E01024554,19636429.49,19977515.65,20820626.88,19361169.3,18942401.69,19452337.04,18836590.69,Swale,Kent,South East,SPN
,E01024555,13892360.53,13866430.85,14457797.74,12808125.15,13457045.44,13672462.22,12810963.54,Swale,Kent,South East,SPN
,E01024556,12334498.97,12207359.59,12739027.3,11816025.74,10817794.1,11070501.3,10716437.82,Swale,Kent,South East,SPN
,E01024557,9375025.21,9112789.084,9526895.347,8863346.525,9064981.043,9312373.135,9053485.659,Swale,Kent,South East,SPN
,E01024558,13336299.99,13286941.14,13969856.17,12880551.19,12547922.57,12907392.47,12547652.44,Swale,Kent,South East,SPN
,E01024559,6043343.076,7206187.524,8355785.136,7988602.293,9276972.2,11772658.01,11660390.79,Swale,Kent,South East,SPN
,E01024560,8835244.556,9132829.93,9581630.326,8781049.889,7441200.823,7685454.219,7323087.317,Swale,Kent,South East,SPN
,E01024561,8424701.981,8310775.249,8670072.33,8022079.163,7586944.338,7776199.638,7504606.09,Swale,Kent,South East,SPN
,E01024562,12426496.91,15455967.63,16656051.08,14838605.47,11500164.96,12231279.85,11502791.12,Swale,Kent,South East,SPN
,E01024563,7564571.34,7415693.523,7682007.881,7307571.063,7769186.703,7939076.513,7761125.777,Swale,Kent,South East,SPN
,E01024564,13127656.23,16412977.73,17039273.59,15862911.17,12847413.58,13156985.9,12638904.94,Swale,Kent,South East,SPN
,E01024565,14680122.05,14172129.46,14910678.83,13633473.46,12645728.57,12909445.79,12562238.21,Swale,Kent,South East,SPN
,E01024566,14234510.78,13306612.21,13905536.49,12877245.07,12264048.54,12507248.41,12164845.53,Swale,Kent,South East,SPN
,E01024567,14496266.63,14166400.45,14762059.09,13821052.45,14046654.38,14386217.49,13998700.57,Swale,Kent,South East,SPN
,E01024568,19143231.31,18414899.73,19301543.83,17800476.43,17662186.05,18120482.74,17523146.25,Swale,Kent,South East,SPN
,E01024569,19501589.08,26509443.36,27039790.99,24877058.46,17580282.63,17812711.64,17138458.62,Swale,Kent,South East,SPN
,E01024570,10800827.23,10529792.81,10998279.65,10258093.66,10598820.99,10874814.68,10603958.8,Swale,Kent,South East,SPN
,E01024571,11262482.41,10913638.34,11405950.69,10584991.18,10735788.98,10990830.51,10712684.29,Swale,Kent,South East,SPN
,E01024572,11762817.77,12067668.4,12713320.9,11602928.94,9751820.5,10069991.05,9632121.798,Swale,Kent,South East,SPN
,E01024573,7173680.155,7061555.931,7378007.745,6855388.367,7067426.512,7261562.926,7041244.393,Swale,Kent,South East,SPN
,E01024575,8081663.391,7908082.143,8250109.398,7686107.083,7908728.688,8078638.596,7891817.104,Swale,Kent,South East,SPN
,E01024576,8711527.12,8640548.313,9005685.47,8418694.103,8848013.726,9062707.067,8854462.518,Swale,Kent,South East,SPN
,E01024577,6629179.256,6539164.109,6824476.598,6358638.659,6522830.981,6692828.625,6510845.95,Swale,Kent,South East,SPN
,E01024578,7752075.545,7739861.657,8057781.687,7546138,7939221.639,8130493.964,7946805.908,Swale,Kent,South East,SPN
,E01024579,34120327.31,47028473.97,50612176.98,45141632.81,29796223.88,31971818.55,29661532.83,Swale,Kent,South East,SPN
,E01024580,32206834.76,36620639.86,38616601.56,35249356.36,29778456.93,30859771.42,29447594.16,Swale,Kent,South East,SPN
,E01024581,8600538.783,8420415.199,8791885.288,8205206.668,8521345.968,8747355.393,8528203.35,Swale,Kent,South East,SPN
